transactionID,dateTime,customerID,productID,categoryID,storeID,salesPersonID,productValue
1023855,1971-11-22 17:38:00,,5588.0,101.0,9,Unknown,7.5
1024112,1972-01-16 13:12:00,,3482.0,75.0,19,33.0,13.5
1024367,1971-02-12 10:55:00,,2567.0,140.0,5,116.0,13.8
1025787,1971-12-10 15:25:00,,1761.0,76.0,17,32.0,17.0
1025787,1971-12-10 15:25:00,,6122.0,148.0,17,32.0,19.0
1032026,1972-07-02 13:13:00,,8473.0,99.0,16,34.0,11.8
1036697,1971-06-19 16:01:00,54056.0,6458.0,92.0,25,161.0,18.0
1036697,1971-06-19 16:01:00,54056.0,5507.0,75.0,25,161.0,15.3
1036697,1971-06-19 16:01:00,54056.0,5841.0,71.0,25,161.0,6.3
1044350,1971-12-12 13:26:00,27912.0,6213.0,99.0,2,3.0,13.5
1044350,1971-12-12 13:26:00,27912.0,274.0,36.0,2,3.0,30.0
1044350,1971-12-12 13:26:00,27912.0,5901.0,71.0,2,3.0,3.4
1046878,1972-02-11 16:19:00,140959.0,5502.0,41.0,19,33.0,21.5
1049234,1971-12-21 15:21:00,,4276.0,30.0,1,2.0,16.0
1049234,1971-12-21 15:21:00,,6531.0,75.0,1,2.0,18.0
1049234,1971-12-21 15:21:00,,5906.0,44.0,1,2.0,2.0
1049601,1973-09-13 18:38:00,,6021.0,140.0,32,260.0,10.0
1051865,1971-03-30 09:13:00,,1284.0,64.0,16,42.0,26.9
1051865,1971-03-30 09:13:00,,5506.0,85.0,16,42.0,7.0
1054673,1971-12-19 16:59:00,,2375.0,64.0,17,32.0,15.0
1055425,1971-04-02 15:17:00,,4052.0,71.0,22,136.0,4.8
1056144,1971-01-30 16:29:00,,5519.0,75.0,28,74.0,17.0
1056144,1971-01-30 16:29:00,,5507.0,75.0,28,74.0,17.0
1059523,1972-08-18 12:09:00,,5997.0,71.0,38,214.0,8.0
1059523,1972-08-18 12:09:00,,8504.0,110.0,38,214.0,5.0
1059976,1971-07-20 15:28:00,,5649.0,144.0,35,35.0,14.4
1064133,1971-10-12 08:50:00,25067.0,3705.0,71.0,27,130.0,2.0
1064416,1971-07-03 16:30:00,,4074.0,92.0,25,140.0,21.7
1065763,1971-12-19 13:06:00,,6187.0,148.0,2,3.0,19.0
1065763,1971-12-19 13:06:00,,3697.0,146.0,2,3.0,13.0
1066261,1971-08-15 13:03:00,,6996.0,40.0,20,75.0,6.8
1069490,1972-12-16 12:04:00,,1224.0,110.0,25,26.0,7.9
1071038,1971-02-24 17:28:00,,1121.0,134.0,5,92.0,6.9
1071327,1971-07-13 12:12:00,,5680.0,36.0,30,60.0,7.5
1071659,1971-07-29 18:10:00,,1856.0,146.0,9,Unknown,22.9
1072348,1972-08-27 15:00:00,,5490.0,71.0,13,34.0,4.5
1079632,1971-07-12 12:06:00,145797.0,2527.0,52.0,29,46.0,8.9
1081330,1971-10-17 13:37:00,26285.0,5607.0,71.0,15,31.0,4.5
1081330,1971-10-17 13:37:00,26285.0,2404.0,85.0,15,31.0,8.5
1087260,1971-05-17 16:32:00,,4440.0,92.0,21,147.0,7.2
1089904,1971-07-21 17:50:00,39134.0,3953.0,134.0,30,143.0,8.01
1090042,1972-07-13 14:53:00,,944.0,110.0,6,36.0,7.9
1090042,1972-07-13 14:53:00,,5651.0,76.0,6,36.0,14.5
1090042,1972-07-13 14:53:00,,1782.0,144.0,6,36.0,15.0
1091821,1971-10-29 14:25:00,10793.0,5489.0,125.0,27,52.0,14.25
1091821,1971-10-29 14:25:00,10793.0,5583.0,99.0,27,52.0,10.0
1092333,1971-02-12 13:47:00,,2441.0,75.0,28,141.0,12.0
1092499,1971-03-12 16:45:00,,5490.0,71.0,1,39.0,4.0
1095603,1971-03-09 18:07:00,,3482.0,75.0,11,121.0,13.5
1100112,1971-04-26 17:09:00,,2082.0,99.0,22,136.0,12.4
1100112,1971-04-26 17:09:00,,1075.0,99.0,22,136.0,15.9
1100556,1971-11-06 12:40:00,10483.0,4075.0,92.0,27,50.0,22.51
1100556,1971-11-06 12:40:00,10483.0,6976.0,91.0,27,50.0,13.37
1100556,1971-11-06 12:40:00,10483.0,1221.0,91.0,27,50.0,8.72
1102321,1971-08-10 17:44:00,,2008.0,28.0,4,103.0,3.6
1107507,1971-05-10 16:03:00,,3516.0,28.0,33,81.0,8.3
1114391,1972-12-07 15:08:00,89150.0,6548.0,51.0,5,277.0,13.2
1114391,1972-12-07 15:08:00,89150.0,280.0,36.0,5,277.0,22.5
1114391,1972-12-07 15:08:00,89150.0,5651.0,76.0,5,277.0,34.8
1114391,1972-12-07 15:08:00,89150.0,6762.0,40.0,5,277.0,21.2
1114391,1972-12-07 15:08:00,89150.0,6761.0,40.0,5,277.0,21.2
1114391,1972-12-07 15:08:00,89150.0,8468.0,101.0,5,277.0,6.32
1119696,1973-04-10 11:00:00,124973.0,1668.0,91.0,27,305.0,24.7
1124860,1972-02-16 15:45:00,,1707.0,163.0,6,132.0,8.5
1124860,1972-02-16 15:45:00,,5500.0,122.0,6,132.0,11.5
1126740,1973-01-02 14:39:00,,6417.0,134.0,14,271.0,14.4
1126740,1973-01-02 14:39:00,,6474.0,71.0,14,271.0,18.5
1126740,1973-01-02 14:39:00,,1121.0,134.0,14,271.0,8.4
1126740,1973-01-02 14:39:00,,5610.0,71.0,14,271.0,6.0
1128735,1971-03-25 15:47:00,39862.0,5608.0,71.0,1,138.0,7.2
1128735,1971-03-25 15:47:00,39862.0,7058.0,41.0,1,138.0,15.21
1131475,1972-01-14 11:57:00,,5969.0,71.0,1,2.0,13.0
1134439,1972-12-14 17:59:00,,6720.0,36.0,5,289.0,25.0
1134439,1972-12-14 17:59:00,,6619.0,148.0,5,289.0,8.5
1136409,1972-06-15 16:13:00,,3641.0,29.0,19,33.0,18.7
1136840,1971-06-06 15:51:00,,1045.0,91.0,21,171.0,10.9
1139489,1971-05-26 10:26:00,,2527.0,52.0,33,81.0,7.0
1141751,1971-03-31 12:41:00,101546.0,2685.0,52.0,1,2.0,11.84
1141751,1971-03-31 12:41:00,101546.0,5316.0,146.0,1,2.0,13.91
1144976,1972-04-17 10:24:00,14765.0,8495.0,110.0,14,119.0,7.5
1147289,1971-01-20 14:50:00,,5260.0,71.0,1,61.0,15.0
1147289,1971-01-20 14:50:00,,5606.0,71.0,1,61.0,8.0
1147289,1971-01-20 14:50:00,,5265.0,71.0,1,61.0,10.0
1147289,1971-01-20 14:50:00,,5843.0,71.0,1,61.0,7.0
1151562,1972-01-24 17:28:00,123245.0,6280.0,146.0,1,2.0,13.0
1159491,1971-12-17 13:42:00,,6325.0,99.0,26,12.0,3.5
1164927,1971-05-20 09:20:00,,5843.0,71.0,16,66.0,7.0
1166918,1971-03-09 17:59:00,,1586.0,92.0,28,74.0,23.2
1166918,1971-03-09 17:59:00,,7028.0,109.0,28,74.0,14.8
1166918,1971-03-09 17:59:00,,846.0,68.0,28,74.0,16.4
1168075,1972-03-23 15:05:00,,6356.0,71.0,17,32.0,1.4
1168075,1972-03-23 15:05:00,,6352.0,71.0,17,32.0,3.6
1168083,1972-03-08 10:16:00,125095.0,4208.0,75.0,2,170.0,14.8
1172207,1971-12-15 10:02:00,81319.0,6270.0,44.0,27,23.0,1.5
1172207,1971-12-15 10:02:00,81319.0,6313.0,36.0,27,23.0,39.5
1175500,1971-12-23 14:36:00,24686.0,5835.0,94.0,9,29.0,15.0
1175500,1971-12-23 14:36:00,24686.0,6276.0,44.0,9,29.0,1.0
1175500,1971-12-23 14:36:00,24686.0,5965.0,94.0,9,29.0,7.0
1175500,1971-12-23 14:36:00,24686.0,3743.0,94.0,9,29.0,5.0
1176448,1972-03-31 10:48:00,,5978.0,75.0,17,32.0,18.5
1177331,1971-09-15 18:42:00,,4440.0,92.0,25,174.0,6.0
1177331,1971-09-15 18:42:00,,4075.0,92.0,25,174.0,18.0
1184141,1972-03-23 13:51:00,,3706.0,71.0,2,170.0,4.5
1184141,1972-03-23 13:51:00,,3708.0,71.0,2,170.0,4.5
1184159,1972-04-20 15:33:00,,1013.0,110.0,6,132.0,5.0
1185340,1971-09-18 11:12:00,,2194.0,49.0,29,137.0,15.7
1185446,1971-06-03 15:05:00,151158.0,748.0,91.0,22,54.0,13.5
1186532,1972-03-27 14:26:00,70160.0,8508.0,109.0,2,170.0,11.35
1188086,1972-01-07 12:53:00,,1124.0,134.0,8,212.0,9.5
1188086,1972-01-07 12:53:00,,2030.0,146.0,8,212.0,13.0
1188579,1971-04-05 18:40:00,,2952.0,75.0,5,171.0,17.0
1190103,1971-06-06 12:01:00,,4440.0,92.0,22,136.0,7.2
1190285,1972-04-14 13:11:00,,5901.0,71.0,17,32.0,3.4
1191330,1971-10-14 09:12:00,26892.0,1709.0,163.0,4,103.0,13.0
1191330,1971-10-14 09:12:00,26892.0,5980.0,75.0,4,103.0,9.0
1194554,1973-02-22 17:03:00,,6855.0,146.0,30,48.0,21.7
1194554,1973-02-22 17:03:00,,6958.0,91.0,30,48.0,11.6
1194554,1973-02-22 17:03:00,,845.0,68.0,30,48.0,8.57
1196585,1971-09-28 15:45:00,142661.0,2200.0,49.0,25,161.0,11.7
1196620,1971-11-19 11:03:00,44992.0,6973.0,91.0,20,195.0,10.4
1196620,1971-11-19 11:03:00,44992.0,5545.0,140.0,20,195.0,4.2
1196941,1971-03-05 13:09:00,119588.0,5959.0,109.0,8,162.0,2.25
1196941,1971-03-05 13:09:00,119588.0,1121.0,134.0,8,162.0,6.21
1197717,1971-12-19 17:06:00,,279.0,36.0,27,23.0,24.5
1199322,1971-09-30 16:39:00,,5393.0,131.0,25,126.0,22.5
1200968,1971-06-21 13:26:00,12090.0,5973.0,71.0,33,81.0,13.0
1200968,1971-06-21 13:26:00,12090.0,2289.0,101.0,33,81.0,8.0
1200968,1971-06-21 13:26:00,12090.0,1583.0,92.0,33,81.0,9.45
1203367,1973-03-09 14:48:00,7856.0,6824.0,71.0,32,127.0,8.2
1203367,1973-03-09 14:48:00,7856.0,3985.0,76.0,32,127.0,18.7
1203367,1973-03-09 14:48:00,7856.0,6353.0,76.0,32,127.0,18.7
1203367,1973-03-09 14:48:00,7856.0,6350.0,75.0,32,127.0,18.7
1206573,1973-07-01 12:18:00,,6857.0,76.0,27,50.0,15.0
1206573,1973-07-01 12:18:00,,5186.0,44.0,27,50.0,5.4
1210647,1971-11-27 16:16:00,48410.0,8479.0,148.0,20,195.0,5.0
1211150,1972-12-21 12:03:00,,282.0,36.0,13,210.0,25.0
1211150,1972-12-21 12:03:00,,6215.0,71.0,13,210.0,3.4
1211150,1972-12-21 12:03:00,,968.0,110.0,13,210.0,7.9
1211150,1972-12-21 12:03:00,,6544.0,71.0,13,210.0,4.8
1211150,1972-12-21 12:03:00,,6566.0,71.0,13,210.0,4.5
1213350,1973-01-25 14:07:00,25574.0,8495.0,110.0,14,34.0,6.0
1213814,1972-05-12 13:09:00,,6496.0,163.0,17,32.0,21.0
1214809,1973-03-14 16:40:00,,1679.0,75.0,5,212.0,18.7
1216768,1971-05-16 12:42:00,,2197.0,49.0,36,47.0,17.9
1218403,1971-12-07 12:07:00,,5427.0,142.0,23,10.0,17.8
1221669,1971-04-16 14:39:00,78574.0,3663.0,24.0,5,189.0,2.7
1221669,1971-04-16 14:39:00,78574.0,3756.0,24.0,5,189.0,2.7
1221669,1971-04-16 14:39:00,78574.0,2952.0,75.0,5,189.0,15.3
1226433,1971-12-04 13:13:00,58934.0,5649.0,144.0,20,195.0,12.0
1226483,1971-03-23 16:51:00,120211.0,5135.0,131.0,28,74.0,6.95
1226483,1971-03-23 16:51:00,120211.0,5394.0,131.0,28,74.0,11.95
1226483,1971-03-23 16:51:00,120211.0,7058.0,41.0,28,74.0,8.45
1226483,1971-03-23 16:51:00,120211.0,5501.0,41.0,28,74.0,8.2
1226483,1971-03-23 16:51:00,120211.0,5133.0,131.0,28,74.0,7.45
1229127,1972-12-20 10:02:00,,6573.0,78.0,16,36.0,4.5
1233013,1973-05-10 12:30:00,,6468.0,71.0,35,48.0,13.7
1235442,1971-04-21 16:03:00,,5023.0,28.0,5,43.0,5.5
1240513,1973-01-05 16:33:00,,2441.0,75.0,13,118.0,12.0
1240701,1971-06-22 11:13:00,,5748.0,99.0,16,97.0,6.0
1244430,1973-09-28 14:24:00,,6887.0,36.0,5,277.0,28.5
1247303,1973-06-05 14:31:00,,842.0,69.0,1,48.0,4.6
1247303,1973-06-05 14:31:00,,8488.0,92.0,1,48.0,13.7
1250400,1973-04-02 11:29:00,,3345.0,94.0,26,34.0,16.2
1252128,1971-12-15 18:23:00,,5997.0,71.0,23,10.0,8.0
1257040,1972-12-14 14:06:00,108215.0,6828.0,71.0,3,25.0,8.0
1258055,1971-04-05 18:43:00,,6988.0,110.0,28,175.0,7.5
1258055,1971-04-05 18:43:00,,2607.0,82.0,28,175.0,6.7
1262537,1973-01-25 18:12:00,,6321.0,99.0,9,Unknown,3.8
1262874,1972-11-19 10:55:00,,6830.0,71.0,19,33.0,8.0
1264835,1973-08-23 13:22:00,140017.0,6280.0,146.0,27,50.0,14.5
1264835,1973-08-23 13:22:00,140017.0,6546.0,48.0,27,50.0,19.9
1265437,1971-12-02 12:29:00,48516.0,7029.0,109.0,35,35.0,10.64
1265437,1971-12-02 12:29:00,48516.0,805.0,109.0,35,35.0,9.36
1267745,1971-12-02 16:13:00,,5872.0,36.0,35,35.0,7.0
1269131,1972-01-26 11:34:00,,3493.0,29.0,27,130.0,3.0
1269148,1971-05-05 13:44:00,,743.0,91.0,5,92.0,15.0
1269148,1971-05-05 13:44:00,,1281.0,109.0,5,92.0,12.9
1275073,1971-06-13 10:38:00,,5678.0,36.0,11,78.0,5.0
1275073,1971-06-13 10:38:00,,5545.0,140.0,11,78.0,4.0
1282955,1973-02-19 10:17:00,,1060.0,52.0,25,36.0,10.0
1283273,1971-06-16 12:29:00,,5606.0,71.0,11,78.0,8.0
1290754,1971-02-25 16:02:00,,3953.0,134.0,1,39.0,8.9
1291251,1971-08-06 10:15:00,,5477.0,48.0,21,147.0,12.4
1296127,1971-10-17 13:39:00,22085.0,6325.0,99.0,7,155.0,1.75
1296244,1972-08-07 18:30:00,,6417.0,134.0,6,51.0,14.2
1299935,1971-12-08 11:08:00,57435.0,6135.0,36.0,4,44.0,35.56
1299935,1971-12-08 11:08:00,57435.0,6180.0,36.0,4,44.0,18.01
1299935,1971-12-08 11:08:00,57435.0,5903.0,71.0,4,44.0,6.12
1299935,1971-12-08 11:08:00,57435.0,6192.0,148.0,4,44.0,5.85
1299935,1971-12-08 11:08:00,57435.0,6001.0,71.0,4,44.0,3.06
1301415,1971-02-28 17:49:00,,3641.0,29.0,1,63.0,16.9
1301415,1971-02-28 17:49:00,,5905.0,71.0,1,63.0,3.4
1304337,1971-12-02 17:36:00,9916.0,6186.0,92.0,29,20.0,24.0
1309298,1971-07-21 11:16:00,146344.0,2068.0,146.0,16,91.0,4.75
1309406,1971-12-23 15:09:00,,5589.0,101.0,20,16.0,8.0
1309406,1971-12-23 15:09:00,,6213.0,99.0,20,16.0,13.5
1309406,1971-12-23 15:09:00,,4443.0,84.0,20,16.0,10.0
1314835,1971-03-04 12:23:00,59587.0,4340.0,95.0,1,84.0,18.9
1317845,1971-06-11 15:57:00,,1707.0,163.0,1,61.0,8.8
1318272,1971-07-01 16:18:00,,5972.0,71.0,11,166.0,13.0
1318272,1971-07-01 16:18:00,,5847.0,75.0,11,166.0,22.0
1322231,1971-07-02 13:58:00,,5344.0,94.0,11,71.0,17.5
1322231,1971-07-02 13:58:00,,5753.0,94.0,11,71.0,19.75
1323857,1972-09-10 11:56:00,151137.0,1060.0,52.0,2,131.0,12.5
1327391,1971-07-04 14:34:00,157807.0,5852.0,48.0,11,166.0,12.51
1328073,1973-03-11 16:33:00,1111.0,6503.0,71.0,13,118.0,14.7
1328073,1973-03-11 16:33:00,1111.0,6524.0,75.0,13,118.0,18.7
1328073,1973-03-11 16:33:00,1111.0,6923.0,125.0,13,118.0,29.2
1328073,1973-03-11 16:33:00,1111.0,2823.0,49.0,13,118.0,22.2
1328779,1972-04-25 13:33:00,3701.0,8456.0,110.0,1,138.0,7.11
1328779,1972-04-25 13:33:00,3701.0,4340.0,95.0,1,138.0,18.49
1328779,1972-04-25 13:33:00,3701.0,6212.0,99.0,1,138.0,3.5
1329310,1971-05-07 15:35:00,,5998.0,71.0,28,175.0,4.77
1329310,1971-05-07 15:35:00,,2988.0,71.0,28,175.0,10.23
1330017,1972-01-05 17:14:00,,2020.0,44.0,20,41.0,11.5
1332731,1971-08-02 18:21:00,,5997.0,71.0,16,91.0,7.0
1332731,1971-08-02 18:21:00,,3704.0,71.0,16,91.0,4.0
1340372,1973-01-29 14:42:00,17125.0,3669.0,24.0,38,213.0,3.6
1340429,1971-12-17 15:14:00,,6326.0,99.0,4,199.0,3.5
1340429,1971-12-17 15:14:00,,6323.0,99.0,4,199.0,3.5
1342493,1971-08-19 15:07:00,7888.0,776.0,146.0,33,106.0,12.96
1342547,1972-05-10 17:27:00,101621.0,8442.0,110.0,1,2.0,5.0
1346413,1972-10-06 12:32:00,,5449.0,75.0,6,51.0,18.5
1346413,1972-10-06 12:32:00,,5650.0,76.0,6,51.0,14.5
1346767,1971-08-22 11:26:00,,6996.0,40.0,33,106.0,6.8
1349718,1972-01-26 16:54:00,,2404.0,85.0,23,65.0,8.5
1354442,1971-08-18 15:55:00,,4102.0,71.0,22,198.0,13.08
1354442,1971-08-18 15:55:00,,5841.0,71.0,22,198.0,7.92
1354442,1971-08-18 15:55:00,,5841.0,71.0,22,198.0,7.92
1354442,1971-08-18 15:55:00,,4102.0,71.0,22,198.0,13.08
1354442,1971-08-18 15:55:00,,5858.0,36.0,22,198.0,57.0
1354477,1971-12-17 12:18:00,,5994.0,71.0,30,60.0,6.86
1354477,1971-12-17 12:18:00,,6814.0,71.0,30,60.0,14.14
1354477,1971-12-17 12:18:00,,6348.0,148.0,30,60.0,6.0
1356194,1972-10-24 11:34:00,,6589.0,142.0,17,32.0,15.0
1356656,1972-05-30 19:53:00,,5277.0,40.0,1,61.0,26.5
1356656,1972-05-30 19:53:00,,5606.0,71.0,1,61.0,9.0
1356656,1972-05-30 19:53:00,,5718.0,62.0,1,61.0,15.0
1356656,1972-05-30 19:53:00,,4208.0,75.0,1,61.0,18.5
1360252,1971-06-30 10:07:00,,4201.0,71.0,1,145.0,7.0
1360252,1971-06-30 10:07:00,,3281.0,71.0,1,145.0,5.0
1362848,1971-08-20 10:47:00,,1013.0,110.0,16,42.0,5.0
1365568,1972-11-01 12:12:00,,6527.0,75.0,6,51.0,18.5
1370334,1971-05-26 17:19:00,51649.0,6456.0,92.0,28,175.0,18.0
1371821,1971-12-21 17:27:00,,6234.0,36.0,29,20.0,12.5
1372100,1971-07-04 09:14:00,,3482.0,75.0,1,138.0,12.0
1372100,1971-07-04 09:14:00,,2030.0,146.0,1,138.0,12.4
1378299,1971-12-28 13:31:00,,3756.0,24.0,35,35.0,3.0
1379354,1971-08-31 11:30:00,,5410.0,140.0,22,136.0,6.5
1383823,1971-07-28 16:16:00,,5975.0,51.0,11,78.0,14.8
1389220,1971-05-09 18:31:00,,1119.0,68.0,8,144.0,20.4
1390458,1973-08-31 12:45:00,,5370.0,41.0,15,36.0,16.5
1391341,1971-03-26 15:25:00,2953.0,3300.0,140.0,1,145.0,13.05
1391341,1971-03-26 15:25:00,2953.0,4552.0,146.0,1,145.0,13.4
1392240,1972-12-01 16:02:00,,1045.0,91.0,6,21.0,11.5
1393059,1973-04-20 10:07:00,,6857.0,76.0,19,33.0,15.0
1393059,1973-04-20 10:07:00,,6812.0,71.0,19,33.0,10.5
1396433,1971-12-21 20:40:00,,280.0,36.0,25,161.0,24.5
1399973,1972-07-06 17:01:00,,8521.0,109.0,26,114.0,11.5
1399973,1972-07-06 17:01:00,,1221.0,91.0,26,114.0,11.5
1404457,1973-06-10 13:30:00,,6453.0,163.0,13,320.0,17.7
1407830,1972-12-15 12:01:00,,6828.0,71.0,17,32.0,8.0
1407830,1972-12-15 12:01:00,,6609.0,71.0,17,32.0,8.0
1407866,1972-09-21 14:56:00,85010.0,4554.0,51.0,1,2.0,16.5
1408000,1972-03-08 09:37:00,85987.0,2988.0,71.0,20,75.0,12.4
1408000,1972-03-08 09:37:00,85987.0,5903.0,71.0,20,75.0,2.72
1408311,1972-05-12 11:34:00,,3767.0,71.0,9,Unknown,5.0
1411366,1973-05-24 09:28:00,,4362.0,127.0,19,33.0,15.2
1415084,1972-12-09 13:43:00,,6683.0,36.0,14,7.0,10.0
1415084,1972-12-09 13:43:00,,6684.0,36.0,14,7.0,10.0
1415462,1971-09-29 11:01:00,,5393.0,131.0,21,40.0,22.5
1416645,1973-02-28 12:22:00,142458.0,6604.0,99.0,3,253.0,10.0
1420452,1972-07-31 11:03:00,,6987.0,29.0,26,187.0,3.5
1421987,1972-03-20 11:36:00,4985.0,6288.0,71.0,20,41.0,5.0
1421987,1972-03-20 11:36:00,4985.0,5994.0,71.0,20,41.0,5.0
1421987,1972-03-20 11:36:00,4985.0,5843.0,71.0,20,41.0,8.0
1425994,1973-03-07 16:35:00,,2197.0,49.0,3,253.0,19.9
1426156,1973-07-05 10:06:00,,6076.0,92.0,13,303.0,19.0
1426156,1973-07-05 10:06:00,,8529.0,91.0,13,303.0,19.5
1426156,1973-07-05 10:06:00,,8444.0,91.0,13,303.0,14.5
1427142,1971-12-17 10:43:00,,8469.0,146.0,7,203.0,15.8
1429872,1972-08-09 16:23:00,94297.0,6539.0,71.0,26,102.0,15.5
1429872,1972-08-09 16:23:00,94297.0,5714.0,40.0,26,102.0,15.5
1432287,1972-12-19 15:00:00,,6467.0,71.0,6,21.0,13.5
1440629,1972-12-20 19:15:00,,286.0,36.0,6,21.0,20.0
1440700,1973-07-12 11:26:00,,6223.0,163.0,19,33.0,8.0
1442237,1972-04-21 13:59:00,104118.0,6459.0,92.0,23,160.0,23.5
1444106,1971-10-08 12:57:00,36929.0,2988.0,71.0,33,81.0,7.5
1444345,1972-12-17 18:41:00,,6619.0,148.0,14,7.0,8.5
1446024,1971-12-21 11:57:00,71384.0,2824.0,49.0,7,155.0,17.55
1446024,1971-12-21 11:57:00,71384.0,6194.0,148.0,7,155.0,17.1
1448462,1972-02-02 18:21:00,,5023.0,28.0,29,164.0,6.0
1456269,1972-01-29 13:10:00,,6532.0,75.0,25,18.0,18.0
1457034,1972-01-30 12:24:00,,4010.0,75.0,25,126.0,12.5
1458178,1971-09-07 10:30:00,,834.0,68.0,36,47.0,10.0
1458178,1971-09-07 10:30:00,,836.0,68.0,36,47.0,10.0
1459482,1973-08-12 15:41:00,,1121.0,134.0,13,320.0,8.7
1460353,1971-10-21 10:59:00,56873.0,5852.0,48.0,22,136.0,13.0
1460353,1971-10-21 10:59:00,56873.0,999.0,48.0,22,136.0,9.75
1463721,1972-08-08 13:29:00,,6276.0,44.0,15,31.0,1.0
1464688,1973-08-26 09:05:00,,4364.0,127.0,19,33.0,15.4
1464688,1973-08-26 09:05:00,,4360.0,127.0,19,33.0,12.8
1465006,1972-12-22 12:08:00,,8468.0,101.0,14,7.0,7.9
1465006,1972-12-22 12:08:00,,2296.0,101.0,14,7.0,17.5
1465837,1972-06-20 13:54:00,,5712.0,71.0,9,Unknown,5.0
1465837,1972-06-20 13:54:00,,4011.0,76.0,9,Unknown,8.0
1468417,1973-08-23 11:08:00,68148.0,1680.0,75.0,13,48.0,18.9
1468563,1972-03-08 12:53:00,,4176.0,146.0,35,35.0,21.2
1473021,1971-07-08 14:23:00,,5488.0,125.0,28,62.0,26.9
1473021,1971-07-08 14:23:00,,3217.0,48.0,28,62.0,20.4
1473021,1971-07-08 14:23:00,,3949.0,134.0,28,62.0,10.9
1479039,1971-10-28 09:13:00,8992.0,6194.0,148.0,16,97.0,9.5
1479039,1971-10-28 09:13:00,8992.0,4076.0,92.0,16,97.0,18.0
1480457,1971-07-22 12:27:00,,5843.0,71.0,5,43.0,7.0
1480578,1971-10-26 15:58:00,12956.0,8444.0,91.0,33,81.0,6.75
1480578,1971-10-26 15:58:00,12956.0,6183.0,131.0,33,81.0,18.0
1480578,1971-10-26 15:58:00,12956.0,6227.0,131.0,33,81.0,14.32
1480818,1973-01-22 16:43:00,,6186.0,92.0,6,51.0,8.0
1483516,1973-02-28 10:15:00,,6615.0,52.0,2,170.0,15.7
1483516,1973-02-28 10:15:00,,4078.0,92.0,2,170.0,23.7
1483516,1973-02-28 10:15:00,,1670.0,125.0,2,170.0,29.2
1485131,1971-11-08 10:41:00,46261.0,2999.0,71.0,21,40.0,15.0
1485707,1971-07-14 16:54:00,,5980.0,75.0,28,175.0,17.0
1487941,1973-05-10 15:30:00,,6556.0,146.0,3,158.0,16.7
1487941,1973-05-10 15:30:00,,8535.0,146.0,3,158.0,16.7
1487980,1971-07-26 13:30:00,140704.0,6978.0,91.0,5,92.0,14.85
1489210,1972-03-17 14:27:00,,2491.0,44.0,4,226.0,5.0
1491368,1972-03-02 15:47:00,59057.0,744.0,91.0,30,60.0,17.5
1492282,1973-03-18 12:59:00,,4481.0,84.0,17,32.0,18.9
1493095,1973-03-19 16:46:00,,6532.0,75.0,17,32.0,18.7
1493095,1973-03-19 16:46:00,,4430.0,24.0,17,32.0,4.6
1493913,1971-09-28 11:37:00,,4201.0,71.0,11,166.0,7.0
1494386,1971-11-01 16:57:00,50053.0,5401.0,132.0,33,45.0,8.5
1494386,1971-11-01 16:57:00,50053.0,1761.0,76.0,33,45.0,17.0
1494386,1971-11-01 16:57:00,50053.0,5623.0,28.0,33,45.0,4.5
1497285,1971-11-10 13:08:00,8885.0,6066.0,99.0,16,97.0,13.5
1498311,1971-11-12 13:35:00,50650.0,1781.0,144.0,22,136.0,10.0
1498311,1971-11-12 13:35:00,50650.0,3956.0,134.0,22,136.0,11.5
1503536,1971-10-01 09:48:00,,4554.0,51.0,36,47.0,12.0
1503536,1971-10-01 09:48:00,,3756.0,24.0,36,47.0,3.0
1503635,1972-09-28 15:34:00,,5998.0,71.0,15,31.0,8.0
1511367,1973-01-22 19:58:00,111436.0,4437.0,71.0,14,278.0,7.0
1515384,1971-11-16 10:07:00,,1759.0,71.0,33,45.0,3.4
1515384,1971-11-16 10:07:00,,4325.0,71.0,33,45.0,4.8
1517732,1971-10-27 13:00:00,49793.0,8453.0,110.0,11,78.0,7.5
1517732,1971-10-27 13:00:00,49793.0,5535.0,140.0,11,78.0,11.0
1517732,1971-10-27 13:00:00,49793.0,5573.0,140.0,11,78.0,5.5
1519922,1971-06-27 09:13:00,,5557.0,140.0,8,118.0,13.0
1519922,1971-06-27 09:13:00,,6973.0,91.0,8,118.0,12.2
1519922,1971-06-27 09:13:00,,5970.0,71.0,8,118.0,13.0
1519922,1971-06-27 09:13:00,,5539.0,140.0,8,118.0,10.5
1523220,1973-06-17 15:29:00,,6215.0,71.0,3,191.0,3.9
1523296,1971-10-13 14:01:00,33579.0,7045.0,109.0,36,129.0,6.2
1523296,1971-10-13 14:01:00,33579.0,5983.0,28.0,36,129.0,12.0
1523296,1971-10-13 14:01:00,33579.0,7102.0,111.0,36,129.0,5.0
1523296,1971-10-13 14:01:00,33579.0,3458.0,44.0,36,129.0,6.5
1524513,1972-07-12 11:35:00,11371.0,2197.0,49.0,23,109.0,19.9
1524541,1972-03-29 16:30:00,85700.0,5002.0,144.0,30,60.0,14.5
1524541,1972-03-29 16:30:00,85700.0,7082.0,109.0,30,60.0,11.35
1525971,1971-08-05 13:12:00,,5975.0,51.0,28,175.0,14.8
1529764,1972-07-16 16:07:00,98448.0,3984.0,71.0,23,65.0,12.4
1530670,1971-11-04 18:01:00,,5490.0,71.0,11,166.0,4.0
1532352,1971-12-05 11:11:00,,1013.0,110.0,21,1.0,5.0
