transactionID,dateTime,customerID,productID,categoryID,storeID,salesPersonID,productValue
496351,1971-06-13 11:43:00,,832.0,68.0,32,30.0,16.9
497082,1972-02-03 17:53:00,,8503.0,110.0,16,66.0,5.0
497902,1970-07-05 10:44:00,,5317.0,71.0,11,Unknown,4.5
499925,1970-12-18 15:20:00,,5289.0,40.0,9,Unknown,14.7
506573,1971-01-07 16:06:00,52452.0,5403.0,132.0,15,31.0,9.45
509184,1970-05-21 09:39:00,,5603.0,85.0,16,Unknown,5.0
509184,1970-05-21 09:39:00,,1222.0,91.0,16,Unknown,8.56
509184,1970-05-21 09:39:00,,1256.0,91.0,16,Unknown,8.56
509184,1970-05-21 09:39:00,,843.0,69.0,16,Unknown,3.2
509184,1970-05-21 09:39:00,,4120.0,71.0,16,Unknown,3.84
509184,1970-05-21 09:39:00,,2607.0,82.0,16,Unknown,5.12
513188,1970-07-16 10:49:00,,5317.0,71.0,5,Unknown,4.5
513188,1970-07-16 10:49:00,,3281.0,71.0,5,Unknown,4.5
515489,1971-02-23 17:04:00,,5839.0,71.0,2,170.0,7.0
515489,1971-02-23 17:04:00,,1013.0,110.0,2,170.0,5.0
516511,1970-01-15 17:34:00,,1224.0,110.0,25,Unknown,7.5
516688,1970-12-29 17:16:00,,5587.0,101.0,20,75.0,12.8
516688,1970-12-29 17:16:00,,5583.0,99.0,20,75.0,12.8
517407,1970-07-13 10:40:00,,999.0,48.0,22,Unknown,18.9
517407,1970-07-13 10:40:00,,5507.0,75.0,22,Unknown,17.0
520138,1970-12-28 14:56:00,,3210.0,173.0,23,109.0,10.0
520376,1970-11-23 14:15:00,28852.0,3749.0,140.0,1,138.0,11.34
520376,1970-11-23 14:15:00,28852.0,2971.0,140.0,1,138.0,10.17
523999,1970-11-19 16:35:00,,5583.0,99.0,28,152.0,38.4
524677,1970-07-17 10:06:00,,2187.0,76.0,5,Unknown,10.0
524677,1970-07-17 10:06:00,,4201.0,71.0,5,Unknown,7.5
524677,1970-07-17 10:06:00,,3665.0,24.0,5,Unknown,3.0
527403,1971-04-13 12:12:00,,5258.0,76.0,19,33.0,17.0
528613,1970-03-11 10:21:00,,4208.0,75.0,22,Unknown,16.5
533083,1970-11-29 12:56:00,,2988.0,71.0,5,179.0,15.0
535627,1970-01-16 13:22:00,,1608.0,75.0,5,Unknown,12.0
542436,1970-06-11 14:17:00,,2822.0,144.0,30,207.0,10.5
543686,1972-12-07 10:07:00,,6321.0,99.0,32,256.0,3.7
543686,1972-12-07 10:07:00,,6325.0,99.0,32,256.0,3.7
547575,1970-04-03 11:06:00,,4021.0,142.0,13,Unknown,19.5
547575,1970-04-03 11:06:00,,4481.0,84.0,13,Unknown,17.5
547575,1970-04-03 11:06:00,,3522.0,71.0,13,Unknown,13.9
550460,1972-02-08 13:07:00,35003.0,8468.0,101.0,13,118.0,7.5
550460,1972-02-08 13:07:00,35003.0,6067.0,99.0,13,118.0,8.5
559289,1970-12-18 14:09:00,,5791.0,164.0,36,15.0,26.5
559289,1970-12-18 14:09:00,,5842.0,71.0,36,15.0,7.0
560297,1971-01-15 16:14:00,155910.0,6490.0,76.0,4,103.0,15.3
560297,1971-01-15 16:14:00,155910.0,3210.0,173.0,4,103.0,10.0
560361,1970-03-13 14:05:00,,3665.0,24.0,22,Unknown,2.8
560361,1970-03-13 14:05:00,,4552.0,146.0,22,Unknown,14.5
560404,1970-03-25 18:01:00,,4489.0,84.0,28,Unknown,19.5
566431,1970-02-17 17:27:00,,1119.0,68.0,1,Unknown,20.0
566431,1970-02-17 17:27:00,,3918.0,92.0,1,Unknown,24.0
567290,1971-02-03 16:36:00,,5136.0,131.0,30,82.0,19.9
567290,1971-02-03 16:36:00,,5916.0,44.0,30,82.0,1.5
570377,1971-02-01 12:19:00,,3663.0,24.0,15,31.0,3.0
570377,1971-02-01 12:19:00,,3665.0,24.0,15,31.0,3.0
570377,1971-02-01 12:19:00,,3756.0,24.0,15,31.0,3.0
571069,1973-02-09 14:47:00,,4173.0,49.0,19,275.0,26.8
571237,1971-04-28 14:43:00,,6532.0,75.0,6,51.0,17.0
571237,1971-04-28 14:43:00,,6988.0,110.0,6,51.0,7.5
576014,1971-05-10 13:02:00,,5608.0,71.0,19,33.0,8.0
576014,1971-05-10 13:02:00,,5610.0,71.0,19,33.0,8.0
576816,1971-08-26 15:17:00,,5839.0,71.0,3,99.0,7.0
576816,1971-08-26 15:17:00,,1013.0,110.0,3,99.0,5.0
579447,1970-12-03 17:22:00,19092.0,3708.0,71.0,1,178.0,3.2
579447,1970-12-03 17:22:00,19092.0,4449.0,84.0,1,178.0,8.96
579447,1970-12-03 17:22:00,19092.0,4450.0,84.0,1,178.0,17.52
579447,1970-12-03 17:22:00,19092.0,5474.0,84.0,1,178.0,15.52
579447,1970-12-03 17:22:00,19092.0,5906.0,44.0,1,178.0,1.6
579447,1970-12-03 17:22:00,19092.0,5233.0,133.0,1,178.0,9.84
579447,1970-12-03 17:22:00,19092.0,5490.0,71.0,1,178.0,9.6
579447,1970-12-03 17:22:00,19092.0,3209.0,163.0,1,178.0,8.64
585290,1971-01-16 13:50:00,,5315.0,146.0,20,75.0,15.4
588632,1970-02-21 16:48:00,,1121.0,134.0,8,Unknown,6.5
593872,1971-01-21 14:55:00,,5607.0,71.0,35,35.0,8.0
593872,1971-01-21 14:55:00,,1221.0,91.0,35,35.0,10.9
597049,1970-07-22 16:33:00,,5842.0,71.0,22,Unknown,7.0
603505,1970-03-15 10:21:00,,8629.0,173.0,20,Unknown,10.0
604515,1971-03-02 17:10:00,,1013.0,110.0,21,40.0,5.0
605776,1971-05-31 13:33:00,,3953.0,134.0,19,33.0,8.9
615221,1970-05-19 09:14:00,,6459.0,92.0,29,Unknown,18.0
615221,1970-05-19 09:14:00,,744.0,91.0,29,Unknown,13.23
615221,1970-05-19 09:14:00,,1221.0,91.0,29,Unknown,9.63
615221,1970-05-19 09:14:00,,1265.0,109.0,29,Unknown,12.51
617583,1971-01-27 14:09:00,,5693.0,44.0,20,41.0,3.0
620256,1971-06-21 16:52:00,83510.0,2276.0,75.0,1,2.0,12.0
620256,1971-06-21 16:52:00,83510.0,2952.0,75.0,1,2.0,12.0
620256,1971-06-21 16:52:00,83510.0,2951.0,75.0,1,2.0,12.0
620256,1971-06-21 16:52:00,83510.0,8469.0,146.0,1,2.0,34.56
624152,1972-02-22 11:02:00,32623.0,4074.0,92.0,38,206.0,22.5
631061,1970-12-30 15:18:00,,3280.0,71.0,33,Unknown,5.0
631061,1970-12-30 15:18:00,,3281.0,71.0,33,Unknown,5.0
631061,1970-12-30 15:18:00,,4326.0,75.0,33,Unknown,4.5
634153,1970-08-04 14:36:00,,1781.0,144.0,19,Unknown,9.36
635441,1970-05-04 15:46:00,,5393.0,131.0,11,Unknown,21.0
637147,1971-06-20 16:41:00,,3696.0,146.0,5,68.0,9.8
639387,1971-01-04 13:47:00,128239.0,2289.0,101.0,7,163.0,11.34
639387,1971-01-04 13:47:00,128239.0,4481.0,84.0,7,163.0,16.02
639387,1971-01-04 13:47:00,128239.0,2068.0,146.0,7,163.0,4.77
644762,1970-09-10 11:02:00,,5527.0,71.0,27,Unknown,7.0
644762,1970-09-10 11:02:00,,5843.0,71.0,27,Unknown,7.0
648430,1970-12-19 14:44:00,,2082.0,99.0,11,22.0,12.4
653072,1970-04-30 14:09:00,,2082.0,99.0,2,Unknown,12.0
655537,1970-01-15 18:14:00,,5173.0,24.0,16,Unknown,4.2
656832,1972-12-19 17:19:00,,6705.0,36.0,32,260.0,39.5
662063,1971-10-22 09:59:00,26632.0,5607.0,71.0,3,158.0,6.26
662063,1971-10-22 09:59:00,26632.0,5941.0,24.0,3,158.0,5.74
662063,1971-10-22 09:59:00,26632.0,5507.0,75.0,3,158.0,9.0
663058,1970-09-09 16:31:00,,1707.0,163.0,1,Unknown,7.92
663058,1970-09-09 16:31:00,,1708.0,163.0,1,Unknown,15.21
663058,1970-09-09 16:31:00,,739.0,91.0,1,Unknown,11.61
663067,1970-03-24 14:11:00,,3885.0,144.0,7,Unknown,4.0
663067,1970-03-24 14:11:00,,6823.0,71.0,7,Unknown,5.0
663067,1970-03-24 14:11:00,,3282.0,71.0,7,Unknown,5.0
663067,1970-03-24 14:11:00,,3490.0,163.0,7,Unknown,4.0
663369,1971-01-15 13:43:00,,5281.0,40.0,29,137.0,14.7
663369,1971-01-15 13:43:00,,5425.0,144.0,29,137.0,10.0
667232,1971-01-13 15:58:00,,3950.0,134.0,25,126.0,8.9
667232,1971-01-13 15:58:00,,4552.0,146.0,25,126.0,14.9
669048,1971-09-06 12:46:00,77603.0,2296.0,101.0,20,36.0,31.5
669048,1971-09-06 12:46:00,77603.0,5403.0,132.0,20,36.0,9.45
669048,1971-09-06 12:46:00,77603.0,5488.0,125.0,20,36.0,25.65
671895,1970-04-30 12:25:00,,2275.0,44.0,13,Unknown,1.35
671895,1970-04-30 12:25:00,,5135.0,131.0,13,Unknown,6.75
671895,1970-04-30 12:25:00,,4461.0,163.0,13,Unknown,9.75
671895,1970-04-30 12:25:00,,5505.0,85.0,13,Unknown,3.5
671895,1970-04-30 12:25:00,,999.0,48.0,13,Unknown,9.25
671895,1970-04-30 12:25:00,,1172.0,91.0,13,Unknown,5.0
671895,1970-04-30 12:25:00,,1178.0,91.0,13,Unknown,5.0
671895,1970-04-30 12:25:00,,1257.0,91.0,13,Unknown,5.35
671895,1970-04-30 12:25:00,,6973.0,91.0,13,Unknown,5.95
671895,1970-04-30 12:25:00,,3210.0,173.0,13,Unknown,10.0
671895,1970-04-30 12:25:00,,3210.0,173.0,13,Unknown,10.0
671895,1970-04-30 12:25:00,,3210.0,173.0,13,Unknown,10.0
672137,1970-02-27 16:14:00,,8629.0,173.0,1,Unknown,10.0
676477,1971-08-13 12:24:00,,743.0,91.0,9,Unknown,15.0
677265,1971-01-20 15:47:00,24398.0,5281.0,40.0,29,58.0,13.23
678311,1970-02-20 11:42:00,,1782.0,144.0,4,Unknown,10.5
679599,1970-12-17 17:00:00,,2001.0,79.0,5,179.0,5.0
684998,1973-07-15 15:47:00,127424.0,6438.0,92.0,22,211.0,19.9
685080,1971-06-18 10:49:00,33489.0,2993.0,71.0,14,87.0,4.32
685080,1971-06-18 10:49:00,33489.0,2047.0,71.0,14,87.0,3.06
685080,1971-06-18 10:49:00,33489.0,1266.0,109.0,14,87.0,11.61
685080,1971-06-18 10:49:00,33489.0,1060.0,52.0,14,87.0,9.45
685080,1971-06-18 10:49:00,33489.0,1258.0,91.0,14,87.0,9.81
685080,1971-06-18 10:49:00,33489.0,1663.0,92.0,14,87.0,17.01
688687,1971-06-18 09:40:00,,5678.0,36.0,6,51.0,5.0
688983,1970-06-07 11:06:00,,5477.0,48.0,1,Unknown,12.0
688983,1970-06-07 11:06:00,,2859.0,48.0,1,Unknown,17.5
690479,1971-01-08 13:23:00,,4440.0,92.0,33,81.0,7.2
690681,1971-10-21 11:19:00,44514.0,5544.0,140.0,32,30.0,5.5
690992,1972-03-15 17:18:00,,6329.0,49.0,13,118.0,13.5
690992,1972-03-15 17:18:00,,3696.0,146.0,13,118.0,11.5
690992,1972-03-15 17:18:00,,5953.0,71.0,13,118.0,5.0
690992,1972-03-15 17:18:00,,1581.0,76.0,13,118.0,18.5
691468,1970-04-01 14:21:00,,4117.0,140.0,20,Unknown,13.05
691509,1971-10-15 10:13:00,25789.0,5621.0,80.0,26,34.0,20.0
691663,1971-11-09 15:23:00,,4078.0,92.0,3,133.0,22.5
692087,1970-09-04 13:31:00,,5839.0,71.0,8,Unknown,6.3
692087,1970-09-04 13:31:00,,2996.0,71.0,8,Unknown,13.5
693970,1970-01-14 17:52:00,,3726.0,140.0,35,Unknown,13.7
696289,1970-12-19 13:54:00,,5908.0,71.0,11,22.0,3.4
701942,1971-03-27 13:29:00,,3482.0,75.0,27,52.0,12.5
710247,1971-11-28 17:55:00,,6301.0,36.0,21,1.0,15.0
716358,1970-05-07 17:14:00,,4552.0,146.0,8,Unknown,11.5
718105,1970-03-24 11:09:00,,6532.0,75.0,23,Unknown,16.5
722393,1970-12-28 18:03:00,1365.0,5578.0,140.0,16,42.0,11.86
722393,1970-12-28 18:03:00,1365.0,1608.0,75.0,16,42.0,11.39
722393,1970-12-28 18:03:00,1365.0,3210.0,173.0,16,42.0,10.0
735092,1970-12-20 19:13:00,,5266.0,71.0,1,2.0,11.06
735092,1970-12-20 19:13:00,,5265.0,71.0,1,2.0,8.44
735092,1970-12-20 19:13:00,,3313.0,71.0,1,2.0,4.0
735801,1970-04-17 14:53:00,,5229.0,136.0,33,132.0,5.0
737689,1970-01-30 12:15:00,,2296.0,101.0,16,Unknown,14.0
737689,1970-01-30 12:15:00,,2288.0,101.0,16,Unknown,10.0
737689,1970-01-30 12:15:00,,2992.0,71.0,16,Unknown,11.6
738676,1973-08-20 16:12:00,,6577.0,138.0,1,99.0,26.3
746361,1970-03-04 11:58:00,,5523.0,71.0,1,Unknown,7.0
750519,1970-12-21 16:48:00,,942.0,110.0,1,2.0,5.0
753329,1970-02-21 15:39:00,,2298.0,101.0,25,Unknown,9.3
756717,1973-08-22 18:56:00,,5571.0,140.0,1,61.0,5.0
756717,1973-08-22 18:56:00,,5572.0,140.0,1,61.0,5.0
758724,1970-05-11 19:43:00,,1856.0,146.0,8,Unknown,22.5
759404,1970-04-20 17:02:00,,3944.0,28.0,20,Unknown,10.35
759404,1970-04-20 17:02:00,,3950.0,134.0,20,Unknown,7.65
759404,1970-04-20 17:02:00,,969.0,163.0,20,Unknown,5.94
759794,1970-12-22 13:09:00,,5583.0,99.0,5,116.0,12.8
759794,1970-12-22 13:09:00,,2197.0,49.0,5,116.0,17.9
759794,1970-12-22 13:09:00,,1124.0,134.0,5,116.0,8.9
760981,1970-06-21 12:12:00,,5250.0,136.0,21,Unknown,24.0
762960,1970-05-28 13:02:00,,7030.0,109.0,36,307.0,14.5
767239,1970-07-31 15:12:00,,4350.0,134.0,1,Unknown,6.9
769078,1971-12-11 15:08:00,,6299.0,36.0,21,1.0,14.5
769078,1971-12-11 15:08:00,,6153.0,36.0,21,1.0,10.5
769577,1970-08-17 12:20:00,,5525.0,71.0,28,Unknown,7.0
769577,1970-08-17 12:20:00,,5262.0,71.0,28,Unknown,7.0
769577,1970-08-17 12:20:00,,3310.0,71.0,28,Unknown,3.4
769577,1970-08-17 12:20:00,,5571.0,140.0,28,Unknown,4.0
769577,1970-08-17 12:20:00,,5572.0,140.0,28,Unknown,4.0
773027,1971-12-12 18:10:00,,282.0,36.0,21,1.0,24.5
773027,1971-12-12 18:10:00,,6270.0,44.0,21,1.0,1.5
774886,1971-03-20 17:33:00,,3281.0,71.0,4,117.0,4.5
775096,1971-02-18 17:09:00,,4449.0,84.0,21,148.0,11.2
777628,1971-07-28 13:11:00,95340.0,5541.0,140.0,6,132.0,11.7
777628,1971-07-28 13:11:00,95340.0,2296.0,101.0,6,132.0,15.75
780672,1971-12-07 11:50:00,,6574.0,122.0,25,34.0,10.51
780672,1971-12-07 11:50:00,,5500.0,122.0,25,34.0,12.49
782028,1970-03-31 11:06:00,,6459.0,92.0,27,Unknown,20.0
784599,1971-02-19 17:42:00,,5996.0,71.0,9,Unknown,7.0
786212,1970-01-05 18:09:00,,6529.0,75.0,26,Unknown,16.5
795090,1970-07-14 10:05:00,,5524.0,71.0,8,Unknown,7.0
795391,1971-04-27 11:03:00,,6946.0,91.0,15,31.0,10.2
799841,1970-04-29 15:45:00,,4109.0,140.0,33,132.0,13.7
800430,1970-07-23 11:05:00,,1213.0,94.0,30,207.0,13.6
800944,1970-04-14 13:18:00,,1260.0,173.0,7,Unknown,7.5
800944,1970-04-14 13:18:00,,4950.0,75.0,7,Unknown,16.5
800944,1970-04-14 13:18:00,,2520.0,51.0,7,Unknown,14.5
800944,1970-04-14 13:18:00,,2085.0,99.0,7,Unknown,12.0
801100,1970-12-24 11:39:00,,5841.0,71.0,1,2.0,7.0
801295,1971-02-14 15:30:00,12908.0,3472.0,92.0,7,163.0,12.25
801295,1971-02-14 15:30:00,12908.0,1143.0,92.0,7,163.0,8.45
803733,1970-03-01 13:40:00,,1586.0,92.0,25,Unknown,22.7
806331,1971-04-01 13:57:00,,5502.0,41.0,23,109.0,15.92
806331,1971-04-01 13:57:00,,5991.0,71.0,23,109.0,7.0
808223,1970-01-12 12:43:00,,3500.0,60.0,28,Unknown,6.2
808223,1970-01-12 12:43:00,,1036.0,29.0,28,Unknown,6.5
808223,1970-01-12 12:43:00,,1115.0,29.0,28,Unknown,6.5
808223,1970-01-12 12:43:00,,3511.0,29.0,28,Unknown,7.6
809434,1970-01-05 12:27:00,,4101.0,75.0,29,Unknown,16.5
810820,1970-01-11 15:30:00,,3337.0,127.0,26,Unknown,8.0
810820,1970-01-11 15:30:00,,2824.0,49.0,26,Unknown,16.65
810820,1970-01-11 15:30:00,,2193.0,49.0,26,Unknown,12.15
817599,1970-05-04 15:20:00,,4208.0,75.0,33,132.0,16.5
817599,1970-05-04 15:20:00,,2601.0,82.0,33,132.0,7.0
817599,1970-05-04 15:20:00,,5408.0,140.0,33,132.0,6.5
820551,1971-01-17 15:26:00,,5234.0,133.0,22,54.0,17.2
821797,1970-12-30 17:14:00,,1124.0,134.0,5,43.0,8.9
822356,1970-01-14 15:54:00,,6529.0,75.0,28,Unknown,12.0
825527,1971-12-08 16:41:00,,6823.0,71.0,5,204.0,8.0
825527,1971-12-08 16:41:00,,5904.0,71.0,5,204.0,3.32
825527,1971-12-08 16:41:00,,2994.0,71.0,5,204.0,4.68
832837,1970-05-24 17:03:00,,5395.0,131.0,5,Unknown,16.5
832837,1970-05-24 17:03:00,,4208.0,75.0,5,Unknown,16.5
836721,1970-08-25 09:42:00,,8629.0,173.0,22,Unknown,19.0
836721,1970-08-25 09:42:00,,5170.0,24.0,22,Unknown,4.3
838209,1971-05-26 17:40:00,,5285.0,40.0,26,95.0,14.7
840477,1972-05-05 09:14:00,,2999.0,71.0,38,206.0,15.5
840477,1972-05-05 09:14:00,,6428.0,71.0,38,206.0,6.0
844879,1971-04-15 17:16:00,,5391.0,82.0,4,44.0,14.4
845963,1971-10-06 15:36:00,,2992.0,71.0,19,33.0,15.0
845963,1971-10-06 15:36:00,,5607.0,71.0,19,33.0,9.0
845963,1971-10-06 15:36:00,,5608.0,71.0,19,33.0,9.0
846624,1971-03-11 19:37:00,,5428.0,142.0,25,126.0,12.3
847149,1970-10-07 17:41:00,,3345.0,94.0,36,307.0,7.25
847149,1970-10-07 17:41:00,,4456.0,94.0,36,307.0,5.95
847149,1970-10-07 17:41:00,,5589.0,101.0,36,307.0,3.5
847149,1970-10-07 17:41:00,,8465.0,136.0,36,307.0,5.0
847371,1971-12-20 15:20:00,,4397.0,127.0,21,1.0,10.9
847371,1971-12-20 15:20:00,,6148.0,36.0,21,1.0,28.5
848776,1971-09-06 15:31:00,,5606.0,71.0,14,87.0,6.0
848776,1971-09-06 15:31:00,,5601.0,85.0,14,87.0,7.0
852478,1970-09-10 18:02:00,,4436.0,94.0,11,Unknown,18.4
852478,1970-09-10 18:02:00,,2296.0,101.0,11,Unknown,17.5
854499,1971-06-03 13:25:00,,4443.0,84.0,26,156.0,9.8
859268,1970-05-24 17:29:00,,3983.0,75.0,11,Unknown,13.2
862242,1970-02-21 14:35:00,,836.0,68.0,5,Unknown,8.0
866535,1970-12-07 18:48:00,,5481.0,163.0,1,178.0,13.2
867401,1970-02-22 14:26:00,,943.0,110.0,5,Unknown,5.0
869471,1971-01-13 18:46:00,,3983.0,75.0,11,88.0,17.0
873862,1970-06-22 15:32:00,,3482.0,75.0,2,Unknown,12.0
876175,1971-01-17 12:46:00,,7040.0,91.0,36,129.0,18.9
882109,1970-06-01 17:22:00,,3317.0,144.0,1,Unknown,14.0
882194,1971-04-15 12:16:00,,4102.0,71.0,35,35.0,15.0
882194,1971-04-15 12:16:00,,5289.0,40.0,35,35.0,11.5
883670,1970-06-24 10:06:00,,2607.0,82.0,2,Unknown,6.4
886446,1971-01-07 15:45:00,,5583.0,99.0,1,2.0,12.8
887632,1970-01-20 10:38:00,,4208.0,75.0,29,Unknown,16.5
887632,1970-01-20 10:38:00,,1224.0,110.0,29,Unknown,7.5
888309,1970-02-24 17:24:00,,2296.0,101.0,5,Unknown,17.5
892791,1970-05-29 13:57:00,,8629.0,173.0,5,Unknown,15.0
900218,1970-05-07 15:36:00,,4440.0,92.0,22,Unknown,7.0
904925,1970-08-20 11:52:00,,6477.0,28.0,26,Unknown,3.0
904925,1970-08-20 11:52:00,,2823.0,49.0,26,Unknown,18.9
908091,1970-01-16 13:59:00,,4481.0,84.0,21,Unknown,17.5
908091,1970-01-16 13:59:00,,3985.0,76.0,21,Unknown,16.5
910431,1970-02-19 18:38:00,,1060.0,52.0,11,Unknown,10.2
910431,1970-02-19 18:38:00,,2288.0,101.0,11,Unknown,12.5
914285,1970-05-08 11:39:00,,4350.0,134.0,27,Unknown,6.5
914285,1970-05-08 11:39:00,,6988.0,110.0,27,Unknown,7.5
914285,1970-05-08 11:39:00,,5504.0,85.0,27,Unknown,7.0
914285,1970-05-08 11:39:00,,5432.0,44.0,27,Unknown,5.0
914653,1971-05-12 13:05:00,,2082.0,99.0,4,103.0,12.4
916108,1971-09-05 16:02:00,,5604.0,71.0,17,32.0,8.0
916108,1971-09-05 16:02:00,,3956.0,134.0,17,32.0,10.9
916108,1971-09-05 16:02:00,,943.0,110.0,17,32.0,5.0
916191,1972-05-31 17:40:00,147597.0,6325.0,99.0,38,213.0,3.7
916191,1972-05-31 17:40:00,147597.0,6356.0,71.0,38,213.0,3.4
916191,1972-05-31 17:40:00,147597.0,6312.0,36.0,38,213.0,23.85
920195,1971-08-23 14:26:00,,7076.0,109.0,2,170.0,12.9
920195,1971-08-23 14:26:00,,1053.0,109.0,2,170.0,10.9
921006,1971-08-24 14:09:00,159541.0,5901.0,71.0,2,170.0,3.06
921006,1971-08-24 14:09:00,159541.0,1153.0,91.0,2,170.0,19.53
921006,1971-08-24 14:09:00,159541.0,2645.0,75.0,2,170.0,6.3
922496,1971-09-12 14:52:00,,2952.0,75.0,17,32.0,18.0
922496,1971-09-12 14:52:00,,6070.0,99.0,17,32.0,15.5
925007,1971-08-29 10:00:00,,1122.0,134.0,2,170.0,8.9
925007,1971-08-29 10:00:00,,4495.0,134.0,2,170.0,10.9
929142,1971-01-29 14:10:00,63069.0,5393.0,131.0,36,129.0,19.35
929142,1971-01-29 14:10:00,63069.0,5395.0,131.0,36,129.0,15.21
929142,1971-01-29 14:10:00,63069.0,5394.0,131.0,36,129.0,21.51
929142,1971-01-29 14:10:00,63069.0,5135.0,131.0,36,129.0,12.51
929142,1971-01-29 14:10:00,63069.0,5133.0,131.0,36,129.0,13.41
929142,1971-01-29 14:10:00,63069.0,4440.0,92.0,36,129.0,6.48
929142,1971-01-29 14:10:00,63069.0,5588.0,101.0,36,129.0,7.83
929142,1971-01-29 14:10:00,63069.0,4340.0,95.0,36,129.0,18.9
930168,1972-06-08 17:05:00,,6468.0,71.0,38,211.0,13.5
930647,1971-05-21 11:18:00,,893.0,80.0,4,185.0,12.5
930647,1971-05-21 11:18:00,,5503.0,85.0,4,185.0,7.0
931637,1971-10-28 14:15:00,,4554.0,51.0,14,87.0,15.6
931637,1971-10-28 14:15:00,,6036.0,140.0,14,87.0,11.0
931687,1971-01-30 15:25:00,,4440.0,92.0,36,134.0,7.2
934364,1971-10-25 13:18:00,51762.0,943.0,110.0,8,107.0,2.5
934390,1971-01-17 13:30:00,,1757.0,75.0,1,63.0,7.0
934390,1971-01-17 13:30:00,,1759.0,71.0,1,63.0,3.4
934565,1971-01-17 13:45:00,,6477.0,28.0,1,2.0,3.0
950170,1971-02-21 15:05:00,,5748.0,99.0,22,122.0,6.0
952226,1971-11-12 10:51:00,,5588.0,101.0,6,132.0,15.0
956841,1971-09-24 13:45:00,,832.0,68.0,2,193.0,17.5
959134,1972-06-30 14:35:00,65397.0,6325.0,99.0,13,75.0,3.7
959134,1972-06-30 14:35:00,65397.0,6510.0,71.0,13,75.0,14.5
960730,1972-03-15 10:36:00,,6406.0,36.0,16,34.0,25.0
960798,1971-05-05 17:47:00,,4208.0,75.0,29,137.0,17.0
961248,1971-04-28 17:43:00,,3842.0,44.0,9,Unknown,21.4
961248,1971-04-28 17:43:00,,5918.0,44.0,9,Unknown,5.0
961248,1971-04-28 17:43:00,,5881.0,164.0,9,Unknown,45.0
961248,1971-04-28 17:43:00,,5890.0,164.0,9,Unknown,45.0
961248,1971-04-28 17:43:00,,2541.0,75.0,9,Unknown,17.0
961248,1971-04-28 17:43:00,,5867.0,36.0,9,Unknown,39.5
964354,1971-06-07 17:28:00,,5223.0,136.0,20,195.0,20.5
966448,1971-07-20 10:22:00,,5370.0,41.0,27,Unknown,10.0
971641,1972-03-20 16:09:00,21406.0,6458.0,92.0,3,253.0,23.5
971641,1972-03-20 16:09:00,21406.0,4552.0,146.0,3,253.0,13.2
972041,1972-10-13 13:59:00,34420.0,6183.0,131.0,28,271.0,18.96
972041,1972-10-13 13:59:00,34420.0,8518.0,92.0,28,271.0,14.8
972041,1972-10-13 13:59:00,34420.0,6459.0,92.0,28,271.0,18.8
973717,1972-03-22 13:04:00,,5952.0,94.0,3,192.0,22.9
979796,1971-12-11 17:22:00,,6274.0,44.0,1,2.0,3.5
980524,1971-01-07 14:04:00,,6531.0,75.0,28,177.0,17.0
980524,1971-01-07 14:04:00,,5519.0,75.0,28,177.0,17.0
984794,1971-06-30 09:34:00,,5585.0,99.0,23,109.0,7.8
985439,1971-03-18 11:38:00,,3955.0,134.0,33,106.0,8.9
985439,1971-03-18 11:38:00,,2639.0,138.0,33,106.0,8.3
985602,1971-03-01 14:28:00,,4533.0,94.0,16,42.0,21.2
987758,1971-05-23 11:59:00,,5585.0,99.0,29,58.0,7.8
988903,1971-05-13 14:54:00,,1661.0,92.0,9,Unknown,18.9
988903,1971-05-13 14:54:00,,840.0,69.0,9,Unknown,4.8
991635,1971-04-21 10:37:00,,1586.0,92.0,7,163.0,23.2
991635,1971-04-21 10:37:00,,1119.0,68.0,7,163.0,20.4
995200,1971-04-23 12:28:00,,5998.0,71.0,7,165.0,7.0
995200,1971-04-23 12:28:00,,3461.0,44.0,7,165.0,3.0
998011,1971-12-15 13:32:00,,2068.0,146.0,1,2.0,15.0
1003449,1971-05-25 17:50:00,,6557.0,146.0,9,Unknown,14.4
1003449,1971-05-25 17:50:00,,2404.0,85.0,9,Unknown,9.8
1003449,1971-05-25 17:50:00,,5315.0,146.0,9,Unknown,15.4
1005000,1972-12-19 18:03:00,,286.0,36.0,21,212.0,40.0
1005878,1971-11-25 17:06:00,52379.0,4475.0,84.0,8,222.0,12.5
1006819,1972-03-24 14:04:00,,5235.0,48.0,36,36.0,16.48
1011102,1971-02-23 12:43:00,,4362.0,127.0,11,78.0,14.4
1011102,1971-02-23 12:43:00,,3343.0,127.0,11,78.0,15.4
1012446,1972-07-17 13:37:00,,3482.0,75.0,38,214.0,12.0
1012448,1973-08-28 14:04:00,159852.0,6834.0,28.0,29,276.0,6.9
1016145,1971-04-19 17:21:00,,5840.0,71.0,21,148.0,7.0
1016145,1971-04-19 17:21:00,,3671.0,24.0,21,148.0,3.0
1019936,1971-12-09 11:35:00,,6037.0,140.0,17,32.0,13.7
1019936,1971-12-09 11:35:00,,6039.0,140.0,17,32.0,13.7
1019936,1971-12-09 11:35:00,,2992.0,71.0,17,32.0,15.0
1019936,1971-12-09 11:35:00,,6564.0,119.0,17,32.0,38.5
1019936,1971-12-09 11:35:00,,6958.0,91.0,17,32.0,10.9
1019936,1971-12-09 11:35:00,,7034.0,109.0,17,32.0,15.2
1023855,1971-11-22 17:38:00,,6299.0,36.0,9,Unknown,14.5
